OBJECTID,SCHOOL_NAME,STREET_ADDRESS,ZIP_CODE,GRADE_LEVEL,GRADE_ORG,TYPE,TYPE_SPECIFIC
201,COMPUTER KIDZ CHRISTIAN ACADEMY,2243-57 N. 20TH ST,19132,PRE-SCHOOL,PRE-SCHOOL,3,PRIVATE
202,CRISTO REY PHILADELPHIA HIGH SCHOOL,5218 N BROAD ST,19141,HIGH SCHOOL,9-12,3,ARCHDIOCESE
203,EDUCATION NATION CHRISTIAN ACADEMY,13 E MOUNT PLEASANT AVE,19119,,,3,PRIVATE
204,GREEN TREE SCHOOL,1196 E WASHINGTON LN,19138,SPECIAL CENTER,UNGRADED,3,PRIVATE
205,"IN THE BEGINNING, INC.",5200 WYNNEFIELD AVENUE,19131,KINDERGARTEN,PREK-K,3,PRIVATE
206,OLNEY CHRISTIAN SCHOOL,425 E. ROOSEVELT BLVD,19120,ELEMENTARY SCHOOL,K-8,3,PRIVATE
207,OUR LADY OF HOPE REGIONAL CATHOLIC SCHOOL,1248 JACKSON STREET,19148,ELEMENTARY/MIDDLE,PREK-8,3,ARCHDIOCESE
208,PHILADELPHIA CLASSICAL SCHOOL,1636 SANSOM ST,19103,ELEMENTARY/MIDDLE,K-8,3,PRIVATE
209,PHILADELPHIA FREE SCHOOL,801 S 48TH ST,19143,ELEMENTARY/MIDDLE/HIGH,PREK-12,3,PRIVATE
210,SCHOOL OF FAITH IN GOD,1680-82 BRIDGE STREET,19124,ELEMENTARY/MIDDLE/HIGH,K-12,3,PRIVATE
211,SMART CENTER ACADEMY,3301-33 W. WESTMORELAND ST,19129,PRE-SCHOOL,PRE-SCHOOL,3,PRIVATE
212,ST ANTHONY OF PADUA REGIONAL CATHOLIC SCHOOL,913 PIERCE ST,19148,ELEMENTARY/MIDDLE,PREK-8,3,ARCHDIOCESE
213,GAN CHABAD,7620 CASTOR AVE,19152,KINDERGARTEN,PREK-K,3,PRIVATE
214,ACADEMY AT PALUMBO,1100 CATHARINE ST,19147,HIGH SCHOOL,9-12,1,DISTRICT
215,"ADAIRE, ALEXANDER SCHOOL",1300 E PALMER ST,19125,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
216,"ALLEN, DR. ETHEL SCHOOL",3200 W LEHIGH AVE,19132,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
217,"ALLEN, ETHAN SCHOOL",6329 BATTERSBY ST,19149,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
218,AMY 5 AT JAMES MARTIN,3380 RICHMOND ST,19134,MIDDLE SCHOOL,6-8,1,DISTRICT
219,AMY NORTHWEST,6000 RIDGE AVE,19128,MIDDLE SCHOOL,6-8,1,DISTRICT
220,"ANDERSON, ADD B. SCHOOL",1034 S 60TH ST,19143,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
221,"ARTHUR, CHESTER A. SCHOOL",2000 CATHARINE ST,19146,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
222,ARTS ACADEMY AT BENJAMIN RUSH,11081 KNIGHTS RD,19154,HIGH SCHOOL,9-12,1,DISTRICT
223,BACHE-MARTIN SCHOOL,2201 BROWN ST,19130,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
224,BALDI MIDDLE SCHOOL,8801 VERREE RD,19115,MIDDLE SCHOOL,6-8,1,DISTRICT
225,"BARRY, JOHN ELEMENTARY SCHOOL",5900 RACE ST,19139,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
226,BARTON SCHOOL,4600 ROSEHILL ST,19120,ELEMENTARY SCHOOL,K-2,1,DISTRICT
227,"BARTRAM, JOHN HIGH SCHOOL",2401 S 67TH ST,19142,HIGH SCHOOL,9-12,1,DISTRICT
228,"BETHUNE, MARY MCLEOD SCHOOL",3301 OLD YORK RD,19140,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
229,"BLAINE, JAMES G. SCHOOL",3001 W BERKS ST,19121,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
230,"BLANKENBURG, RUDOLPH SCHOOL",4600 W GIRARD AVE,19131,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
231,"BODINE, WILLIAM W. HIGH SCHOOL",1101 N 4TH ST,19123,HIGH SCHOOL,9-12,1,DISTRICT
232,"BREGY, F. AMEDEE SCHOOL",1700 BIGLER ST,19145,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
233,BRIDESBURG SCHOOL,2824 JENKS ST,19137,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
234,"BROWN, HENRY A. SCHOOL",1946 E SERGEANT ST,19125,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
235,"BROWN, JOSEPH H. SCHOOL",3600 STANWOOD ST,19136,ELEMENTARY SCHOOL,K-6,1,DISTRICT
236,"BRYANT, WILLIAM C. SCHOOL",6001 CEDAR AVE,19143,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
237,BUILDING 21,6501 LIMEKILN PIKE,19138,HIGH SCHOOL,9-12,1,DISTRICT
238,"CARNELL, LAURA H. SCHOOL",1100 DEVEREAUX AVE,19111,ELEMENTARY SCHOOL,K-5,1,DISTRICT
239,"CASSIDY,LEWIS C ACADEMICS PLUS",6523 LANSDOWNE AVE,19151,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
240,"CATHARINE, JOSEPH SCHOOL",6600 CHESTER AVE,19142,ELEMENTARY SCHOOL,K-5,1,DISTRICT
241,CAYUGA SCHOOL,4344 N 5TH ST,19140,ELEMENTARY SCHOOL,K-5,1,DISTRICT
242,CENTRAL HIGH SCHOOL,1700 W OLNEY AVE,19141,HIGH SCHOOL,9-12,1,DISTRICT
243,"CHILDS, GEORGE W. SCHOOL",1599 WHARTON ST,19146,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
244,"CLEMENTE, ROBERTO MIDDLE SCHOOL",122 W ERIE AVE,19140,MIDDLE SCHOOL,6-8,1,DISTRICT
245,"COMEGYS, BENJAMIN B. SCHOOL",5100 GREENWAY AVE,19143,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
246,"COMLY, WATSON SCHOOL",1001 BYBERRY RD,19116,ELEMENTARY SCHOOL,K-5,1,DISTRICT
247,"MCDANIEL, DELAPLAINE SCHOOL",1801 S 22ND ST,19145,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
248,"MCKINLEY, WILLIAM SCHOOL",2101 N ORKNEY ST,19122,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
249,"MEADE, GEN. GEORGE G. SCHOOL",1600 N 18TH ST,19121,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
250,"MEEHAN, AUSTIN MIDDLE SCHOOL",3001 RYAN AVE,19152,MIDDLE SCHOOL,7-8,1,DISTRICT
251,"MEREDITH, WILLIAM M. SCHOOL",725 S 5TH ST,19147,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
252,"MIFFLIN, THOMAS SCHOOL",3624 CONRAD ST,19129,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
253,MITCHELL ELEMENTARY SCHOOL,5500 KINGSESSING AVE,19143,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
254,"MOFFET, JOHN SCHOOL",127 W OXFORD ST,19122,ELEMENTARY SCHOOL,K-5,1,DISTRICT
255,"MOORE, J. HAMPTON SCHOOL",6900 SUMMERDALE AVE,19111,ELEMENTARY SCHOOL,K-5,1,DISTRICT
256,"MORRIS, ROBERT SCHOOL",2600 W THOMPSON ST,19121,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
257,"MORRISON, ANDREW J. SCHOOL",5100 N 3RD ST,19120,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
258,"MORTON, THOMAS G. SCHOOL",2501 S 63RD ST,19142,ELEMENTARY SCHOOL,K-5,1,DISTRICT
259,MOTIVATION HIGH SCHOOL,5900 BALTIMORE AVE,19143,HIGH SCHOOL,9-12,1,DISTRICT
260,"MUNOZ-MARIN, HON LUIS SCHOOL",3300 N 3RD ST,19140,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
261,MYA-MIDDLE YEARS ALTERNATIVE,4725 FAIRMOUNT AVE,19139,MIDDLE SCHOOL,5-8,1,DISTRICT
262,"NEBINGER, GEORGE W. SCHOOL",601 CARPENTER ST,19147,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
263,NORTHEAST HIGH SCHOOL,1601 COTTMAN AVE,19111,HIGH SCHOOL,9-12,1,DISTRICT
264,OLNEY ELEMENTARY SCHOOL,5301 N WATER ST,19120,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
265,OVERBROOK EDUCATIONAL CENTER,6722 LANSDOWNE AVE,19151,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
266,CHRIST INDEPENDENT BAPTIST ACADEMY,1618 WOMRATH ST,19124,,K-12,3,PRIVATE
267,HIGH SCHOOL OF THE FUTURE,4021 PARKSIDE AVE,19104,HIGH SCHOOL,9-12,1,DISTRICT
268,HILL-FREEDMAN WORLD ACADEMY,1100 E MT PLEASANT AVE,19150,MIDDLE/HIGH,6-12,1,DISTRICT
269,"HOLME, THOMAS SCHOOL",9125 ACADEMY RD,19114,ELEMENTARY SCHOOL,K-6,1,DISTRICT
270,"HOPKINSON, FRANCIS SCHOOL",4001 L ST,19124,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
271,"HOUSTON, HENRY H. SCHOOL",7300 RURAL LN,19119,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
272,"HOWE, JULIA WARD SCHOOL",5800 N 13TH ST,19141,ELEMENTARY SCHOOL,K-5,1,DISTRICT
273,"HUNTER, WILLIAM H. SCHOOL",2400 N FRONT ST,19133,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
274,"JACKSON, ANDREW SCHOOL",1213 S 12TH ST,19147,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
275,JENKS ACADEMY ARTS & SCIENCES,8301 GERMANTOWN AVE,19118,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
276,"JENKS, ABRAM SCHOOL",2501 S 13TH ST,19148,ELEMENTARY SCHOOL,K-5,1,DISTRICT
277,JUNIATA PARK ACADEMY,801 E HUNTING PARK AVE,19124,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
278,"KEARNY, GEN. PHILIP SCHOOL",601 FAIRMOUNT AVE,19123,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
279,"KELLEY, WILLIAM D. SCHOOL",1601 N 28TH ST,19121,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
280,"KELLY, JOHN B. SCHOOL",5116 PULASKI AVE,19144,ELEMENTARY SCHOOL,K-5,1,DISTRICT
281,KENDERTON ELEMENTARY,1500 W ONTARIO ST,19140,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
282,KENSINGTON CAPA,1901 N FRONT ST,19122,HIGH SCHOOL,9-12,1,DISTRICT
283,KENSINGTON HEALTH SCIENCES,2463 EMERALD ST,19125,HIGH SCHOOL,9-12,1,DISTRICT
284,KENSINGTON HIGH SCHOOL,2501 CORAL ST,19125,HIGH SCHOOL,9-12,1,DISTRICT
285,"KEY, FRANCIS SCOTT SCHOOL",2230 S 8TH ST,19148,ELEMENTARY SCHOOL,K-6,1,DISTRICT
286,"KING, MARTIN LUTHER HIGH SCHOOL",6100 STENTON AVE,19138,HIGH SCHOOL,9-12,1,DISTRICT
287,"KIRKBRIDE, ELIZA B. SCHOOL",1501 S 7TH ST,19147,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
288,OVERBROOK ELEMENTARY SCHOOL,2032 N 62ND ST,19151,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
289,OVERBROOK HIGH SCHOOL,5898 LANCASTER AVE,19131,HIGH SCHOOL,9-12,1,DISTRICT
290,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,540 N 13TH ST,19123,HIGH SCHOOL,9-12,1,DISTRICT
291,PARKWAY WEST HIGH SCHOOL,4725 FAIRMOUNT AVE,19139,HIGH SCHOOL,9-12,1,DISTRICT
292,PARKWAY-NORTHWEST HIGH SCHOOL,6200 CRITTENDEN ST,19138,HIGH SCHOOL,9-12,1,DISTRICT
293,"PATTERSON, JOHN M. SCHOOL",7000 BUIST AVE,19142,ELEMENTARY SCHOOL,K-4,1,DISTRICT
294,"PEIRCE, THOMAS M. SCHOOL",2300 W CAMBRIA ST,19132,ELEMENTARY SCHOOL,K-6,1,DISTRICT
295,PENN ALEXANDER SCHOOL,4209 SPRUCE ST,19104,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
296,PENN TREATY HIGH SCHOOL,600 E THOMPSON ST,19125,MIDDLE/HIGH,6-12,1,DISTRICT
297,"PENNELL, JOSEPH ELEMENTARY",1800 NEDRO AVE,19141,ELEMENTARY SCHOOL,K-5,1,DISTRICT
298,"PENNYPACKER, SAMUEL SCHOOL",1858 E WASHINGTON LN,19138,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
299,PENROSE SCHOOL,2515 S 78TH ST,19153,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
300,PHILADELPHIA MILITARY ACADEMY,2118 N 13TH ST,19122,HIGH SCHOOL,9-12,1,DISTRICT
301,PHILADELPHIA VIRTUAL ACADEMY,440 N BROAD ST,19130,MIDDLE/HIGH,6-12,1,DISTRICT
302,"POLLOCK, ROBERT B. SCHOOL",2875 WELSH RD,19152,ELEMENTARY SCHOOL,K-6,1,DISTRICT
303,POTTER-THOMAS SCHOOL,3001 N 6TH ST,19133,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
304,DEPAUL CATHOLIC SCHOOL,44 W LOGAN ST,19144,ELEMENTARY/MIDDLE,PREK-8,3,PRIVATE
305,63RD STREET MULTICULTURAL ACADEMY OF ACADEMIC EXCELLENCE,1139 N 63RD ST,19151,ELEMENTARY/MIDDLE/HIGH,PREK-12,3,PRIVATE
306,LEGACY CHRISTIAN ACADEMY,6208-10 GRAYS AVE,19142,ELEMENTARY/MIDDLE,PREK-7,3,PRIVATE
307,INDIVIDUAL ASSESSMENT MANAGER RESOURCE ACADEMY,7035 WOODLAND AVE,19142,SPECIAL CENTER,UNGRADED,3,PRIVATE
308,MIRACLE TEMPLE CHRISTIAN ACADEMY,2600 TASKER ST,19145,UNGRADED,UNGRADED,3,PRIVATE
309,TWENTY-FIRST CENTURY CHRISTIAN ACADEMY,1253 S 18TH ST,19146,PRE-SCHOOL,PRE-SCHOOL,3,PRIVATE
310,TRUE GOSPEL TABERNACLE LEARNING CENTER,1900 S 16TH ST,19145,ELEMENTARY SCHOOL,PREK-4,3,PRIVATE
311,TRINITY CHRISTIAN SCHOOL,2300-34 S 18TH ST,19145,PRE-SCHOOL,PREK,3,PRIVATE
312,TACONY ACADEMY CHARTER SCHOOL,6201 KEYSTONE ST,19135,HIGH SCHOOL,9-12,2,CHARTER
313,PENNSYLVANIA SCHOOL FOR THE DEAF,100-52 W SCHOOL HOUSE LA,19144,ELEMENTARY/MIDDLE/HIGH,PREK-12,3,PRIVATE
314,OVERBROOK SCHOOL FOR BLIND,6333 MALVERN AVE,19151,ELEMENTARY/MIDDLE/HIGH,PREK-12,3,PRIVATE
315,GIRARD COLLEGE,2101 S COLLEGE AVE,19121,ELEMENTARY/MIDDLE/HIGH,1-12,3,PRIVATE
316,THE CITY SCHOOL AT SPRUCE HILL,4115 BALTIMORE AVE,19104,ELEMENTARY SCHOOL,K-5,3,PRIVATE
317,NEW HOPE CHRISTIAN ACADEMY,1345 MCFERRAN STREET,19140,ELEMENTARY/MIDDLE/HIGH,PREK-12,3,PRIVATE
318,BRIDGE WAY SCHOOL,7360 JACKSON ST,19136,UNGRADED,9-12,3,PRIVATE
319,SEEDLINGS EARLY CARE AND EDUCATION PROGRAM,3300 HENRY AVE,19129,PRE-SCHOOL,PREK,3,PRIVATE
320,OVERBROOK PRESBYTERIAN CHURCH PRESCHOOL & KINDERGARTEN,6376-78 CITY AVE,19151,KINDERGARTEN,PREK-K,3,PRIVATE
321,ANN KIDS,10100 JAMISON AVE,19116,PRE-SCHOOL,PRE-SCHOOL,3,PRIVATE
322,METHODIST SERVICES FOR CHILDREN AND FAMILIES,4300 MONUMENT RD,19131,KINDERGARTEN,PREK-K,3,PRIVATE
323,"WAGNER, GEN. LOUIS MIDDLE SCH.",1701 CHELTEN AVE,19126,MIDDLE SCHOOL,6-8,1,DISTRICT
324,"WARING, LAURA W. SCHOOL",1801 GREEN ST,19130,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
325,"WASHINGTON, GEORGE HIGH SCHOOL",10175 BUSTLETON AVE,19116,HIGH SCHOOL,9-12,1,DISTRICT
326,"WASHINGTON, GROVER JR. MIDDLE",201 E OLNEY AVE,19120,MIDDLE SCHOOL,5-8,1,DISTRICT
327,"WASHINGTON, MARTHA SCHOOL",766 N 44TH ST,19104,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
328,"WEBSTER, JOHN H. SCHOOL",3400 FRANKFORD AVE,19134,ELEMENTARY SCHOOL,K-5,1,DISTRICT
329,"WELSH, JOHN SCHOOL",2331 N 4TH ST,19133,ELEMENTARY/MIDDLE,K-8,1,DISTRICT
330,WEST PHILADELPHIA HIGH SCHOOL,4901 CHESTNUT ST,19139,HIGH SCHOOL,9-12,1,DISTRICT
331,"MATH, SCIENCE AND TECHNOLOGY",1800 BYBERRY RD,19116,ELEMENTARY/MIDDLE/HIGH,K-12,2,CHARTER
332,MEMPHIS ST. CHARTER @ JP JONES,2950 MEMPHIS ST,19134,MIDDLE SCHOOL,5-8,2,CHARTER
333,MULTI-CULTURAL ACADEMY,3821 N BROAD ST,19140,HIGH SCHOOL,9-12,2,CHARTER
334,NEW FOUNDATIONS CHARTER SCHOOL,8001 TORRESDALE AVE,19136,ELEMENTARY/MIDDLE/HIGH,K-12,2,CHARTER
335,NORTHEAST HIGH SCHOOL EOP,1601 COTTMAN AVE,19111,HIGH SCHOOL,9-12,1,DISTRICT
336,NORTHWOOD CHARTER SCHOOL,4621 CASTOR AVE,19124,ELEMENTARY/MIDDLE,K-8,2,CHARTER
337,OIC CADI,444 N 3RD ST,19123,HIGH SCHOOL,9-12,1,CONTRACTED
338,OMBUDSMAN ACCELERATED NORTHWST,2111 EASTBURN AVE,19138,HIGH SCHOOL,9-12,1,CONTRACTED
339,ONE BRIGHT RAY-ELMWOOD CAMPUS,6404 ELMWOOD AVE,19142,HIGH SCHOOL,9-12,1,CONTRACTED
340,ONE BRIGHT RAY-FAIRHILL CAMPUS,2820 N 4TH ST,19133,HIGH SCHOOL,9-12,1,CONTRACTED
